date,New South Wales_Northern NSW,New South Wales_Western Sydney,South Australia_Eyre and Far North
2039-09-28,5.0310135,5.3400555,5.074302
2039-09-29,4.714412,5.0066357,4.755745
2039-09-30,4.8439636,5.0094633,4.8437085
2039-10-01,6.8788815,6.8065076,6.8430986
2039-10-02,6.9664216,7.240016,6.948351
2039-10-03,5.6989484,5.9231863,5.680685
2039-10-04,5.969904,6.1462574,5.9686627
2039-10-05,6.988229,7.0184174,6.9576154
2039-10-06,6.0770545,6.151118,6.041746
2039-10-07,7.278098,7.403431,7.248993
2039-10-08,7.8699946,7.8866987,7.857126
2039-10-09,6.512386,6.5286074,6.4869
2039-10-10,7.595178,7.6534925,7.590361
2039-10-11,5.9439354,6.0752916,5.9138236
2039-10-12,6.8994393,7.097835,6.90277
2039-10-13,6.9841146,7.154339,6.9910965
2039-10-14,6.2950983,6.3319926,6.2481976
2039-10-15,6.837437,6.9283915,6.786586
2039-10-16,6.781589,6.9482017,6.7837825
2039-10-17,5.973649,6.2458634,5.9824834
2039-10-18,5.5832953,5.8328943,5.591691
2039-10-19,6.3032002,6.4959273,6.313156
2039-10-20,7.9330196,7.912808,7.8969812
2039-10-21,5.599208,5.7828426,5.6207566
2039-10-22,5.688396,5.594395,5.678909
2039-10-23,5.2561,5.4128065,5.2588
2039-10-24,5.8997912,5.9836683,5.895855
2039-10-25,6.1300473,6.220882,6.1127553
2039-10-26,7.8931804,8.04271,7.867462
2039-10-27,7.954683,7.8176,7.913059
2039-10-28,5.568412,5.7045217,5.5622516
2039-10-29,5.722808,5.9196715,5.72363
2039-10-30,7.090967,7.025203,7.0756826
2039-10-31,8.235735,8.216104,8.234607
2039-11-01,4.9274263,5.0115666,4.9302235
2039-11-02,5.2162695,5.266965,5.2192774
2039-11-03,5.7016706,5.7208815,5.701733
2039-11-04,5.091144,5.132537,5.057523
2039-11-05,6.5342603,6.666099,6.5093155
2039-11-06,7.463253,7.6808443,7.486603
2039-11-07,5.4418154,5.560761,5.4388576
2039-11-08,5.730802,5.7532034,5.708779
2039-11-09,4.9566417,4.893683,4.9432907
2039-11-10,5.203437,5.145106,5.161247
2039-11-11,5.3878646,5.4654384,5.3677216
2039-11-12,4.8674483,4.924889,4.8566246
2039-11-13,4.649606,4.863534,4.666529
2039-11-14,4.976372,5.077901,4.9506593
2039-11-15,4.635663,4.8011146,4.636938
2039-11-16,4.7310424,4.9243526,4.747016
2039-11-17,6.0056953,6.1688123,6.003748
2039-11-18,6.3937664,6.549711,6.3955092
2039-11-19,6.7400427,6.8972964,6.733381
2039-11-20,6.2268314,6.408524,6.2592235
2039-11-21,5.2872086,5.5619664,5.307955
2039-11-22,5.300518,5.397595,5.2792845
2039-11-23,5.5890613,5.685241,5.5447054
2039-11-24,5.6203623,5.6709833,5.578417
2039-11-25,6.3812675,6.4037223,6.343859
2039-11-26,6.092089,6.1859617,6.1085806
2039-11-27,5.6620245,5.81021,5.691143
2039-11-28,5.236561,5.3639717,5.2515936
2039-11-29,5.4284678,5.504317,5.415446
2039-11-30,5.06396,5.1236315,5.039152
2039-12-01,6.7552204,6.638119,6.715617
2039-12-02,7.035465,6.9476275,7.0188766
2039-12-03,5.369897,5.397647,5.3769593
2039-12-04,5.7248673,5.8730946,5.7194457
2039-12-05,5.801107,6.0695496,5.8179374
2039-12-06,6.0720177,5.9927864,6.0480895
2039-12-07,6.3772597,6.261122,6.3365955
2039-12-08,5.788633,5.8142533,5.8094444
2039-12-09,5.6012816,5.699182,5.625882
2039-12-10,5.004767,5.1677594,5.0214562
2039-12-11,5.3580794,5.4317102,5.332432
2039-12-12,5.3392525,5.363751,5.3309755
2039-12-13,6.511136,6.639132,6.490331
2039-12-14,7.828336,7.861378,7.827528
2039-12-15,6.4678316,6.7652054,6.5134807
2039-12-16,6.682074,6.6988897,6.677688
2039-12-17,5.357939,5.609663,5.3866477
2039-12-18,5.721895,5.8548145,5.7086077
2039-12-19,5.927347,6.0597157,5.8850904
2039-12-20,7.8681192,7.4860206,7.7800055
2039-12-21,5.525406,5.673578,5.5212445
2039-12-22,5.0537024,5.1076155,5.0649705
2039-12-23,5.53014,5.5283785,5.4954495
2039-12-24,5.2727137,5.3816357,5.2517333
2039-12-25,7.308858,7.209577,7.27926
2039-12-26,8.325484,8.132416,8.295206
2039-12-27,7.0276165,7.006908,7.009455
2039-12-28,6.012554,6.138506,6.0406203
2039-12-29,5.6184015,5.7958097,5.6426597
2039-12-30,5.558797,5.6074786,5.562107
2039-12-31,6.538215,6.700176,6.5229883
2040-01-01,7.5916357,7.1985474,7.5098042
2040-01-02,5.2393823,5.303728,5.2044954
2040-01-03,8.37019,8.219106,8.300222
2040-01-04,6.7572885,6.916446,6.77184
2040-01-05,5.945893,6.140879,5.9402533
2040-01-06,6.121362,6.157501,6.0981197
2040-01-07,6.1571665,6.248656,6.152869
2040-01-08,5.9911857,6.1067133,5.969563
2040-01-09,5.5326834,5.657155,5.510534
2040-01-10,5.0806694,5.284464,5.068325
2040-01-11,5.5000005,5.5997925,5.478954
2040-01-12,4.985624,5.137532,4.9622393
2040-01-13,5.77209,5.8814497,5.7511773
2040-01-14,5.3046513,5.507223,5.2892246
2040-01-15,6.797313,6.771396,6.781194
2040-01-16,7.221795,7.26478,7.2137365
2040-01-17,5.983199,6.052543,5.950527
2040-01-18,5.05654,5.2033153,5.032834
2040-01-19,4.7990136,4.834568,4.7933893
2040-01-20,6.532129,6.3581424,6.489887
2040-01-21,5.831292,5.983519,5.847632
2040-01-22,5.9030867,6.1956987,5.948443
2040-01-23,6.347752,6.6562696,6.3678055
2040-01-24,6.8188295,7.156266,6.830673
2040-01-25,6.137933,6.3885474,6.183798
2040-01-26,5.2413383,5.341552,5.2330527
2040-01-27,5.2566214,5.3585505,5.244302
2040-01-28,6.7152295,6.5440016,6.688135
2040-01-29,6.275516,6.5951357,6.3008466
2040-01-30,6.5194993,6.7972918,6.5191517
2040-01-31,6.20963,6.3170443,6.1969657
2040-02-01,5.3766236,5.5910873,5.370842
2040-02-02,5.5662165,5.861268,5.5586324
2040-02-03,6.109748,6.3836927,6.105185
2040-02-04,6.4402175,6.5098944,6.3738046
2040-02-05,4.4189625,4.519624,4.415837
2040-02-06,4.8992133,4.993858,4.8898377
2040-02-07,4.999203,4.9841576,4.9732566
2040-02-08,4.554429,4.666468,4.5234704
2040-02-09,6.6496916,6.7158527,6.6329885
2040-02-10,7.0718775,7.119691,7.042174
2040-02-11,6.8815217,6.7788706,6.840461
2040-02-12,5.95632,5.906163,5.911294
2040-02-13,5.146957,5.195662,5.1275177
2040-02-14,4.770559,4.8729,4.752729
2040-02-15,4.7028418,4.811299,4.6924944
2040-02-16,4.8373985,4.936128,4.815075
2040-02-17,4.799392,4.9296455,4.790992
2040-02-18,4.88288,4.904728,4.861913
2040-02-19,4.9196606,4.9711256,4.9109344
2040-02-20,5.448464,5.57567,5.4375367
2040-02-21,5.7146325,5.8241444,5.703989
2040-02-22,5.8699327,6.0607615,5.8408027
2040-02-23,5.690974,5.7970195,5.6730847
2040-02-24,5.7817607,6.084371,5.8006926
2040-02-25,5.793007,5.9369726,5.77964
2040-02-26,6.602525,6.7786007,6.60857
2040-02-27,5.3222413,5.6692433,5.3655353
2040-02-28,4.763998,4.9221935,4.7399645
2040-02-29,4.6972165,4.8087244,4.6770287
2040-03-01,4.3594637,4.4757795,4.349473
2040-03-02,4.601668,4.7187624,4.589881
2040-03-03,5.001719,5.1201057,4.9877625
2040-03-04,4.9563107,5.172532,4.9296722
2040-03-05,7.1200614,7.001414,7.0777383
2040-03-06,9.069139,9.135542,9.105612
2040-03-07,7.7626495,7.9943776,7.8350453
2040-03-08,4.201333,4.2239656,4.178781
2040-03-09,5.298498,5.4854245,5.272037
2040-03-10,6.4704323,6.3141766,6.4334655
2040-03-11,7.916343,7.9729567,7.9336166
2040-03-12,6.2261086,6.528237,6.268385
2040-03-13,5.476289,5.664278,5.476778
2040-03-14,6.3890343,6.5968003,6.407464
2040-03-15,6.402777,6.7229223,6.4414573
2040-03-16,5.3140755,5.6421933,5.336818
2040-03-17,7.3312325,7.260461,7.302298
2040-03-18,6.527282,6.7014837,6.550674
2040-03-19,5.7250714,5.9983106,5.7629952
2040-03-20,5.3925357,5.6538734,5.4097586
2040-03-21,5.828408,6.0504766,5.847936
2040-03-22,5.3482623,5.6509175,5.3694415
2040-03-23,5.0309553,5.1884117,5.0341187
2040-03-24,5.4123025,5.577965,5.387207
2040-03-25,5.746952,5.7983694,5.69928
2040-03-26,5.5881257,5.6337266,5.53711
2040-03-27,5.738079,5.7526393,5.693505
2040-03-28,4.8991,4.9922976,4.864971
2040-03-29,4.367535,4.5378504,4.354574
2040-03-30,3.7471113,3.9469326,3.7348266
2040-03-31,3.439649,3.55964,3.4178233
2040-04-01,4.7667503,4.69211,4.7290225
2040-04-02,5.01136,4.984747,4.983147
2040-04-03,5.16661,5.3287473,5.1660132
2040-04-04,4.7814384,4.9007206,4.7979736
2040-04-05,4.504723,4.4263005,4.4597707
2040-04-06,5.6809916,5.58976,5.6278954
2040-04-07,5.3748465,5.3384676,5.322138
2040-04-08,4.3177834,4.4172826,4.2791047
2040-04-09,3.596287,3.8407714,3.5903268
2040-04-10,4.3504972,4.3998294,4.3410664
2040-04-11,4.219055,4.2435994,4.191805
2040-04-12,4.8775997,5.0076714,4.8333607
2040-04-13,4.3694825,4.3393607,4.3516455
2040-04-14,4.7408752,4.6496434,4.725605
2040-04-15,5.004215,5.2576885,5.0121903
2040-04-16,4.671209,4.9824586,4.6755342
2040-04-17,4.7464657,4.9543705,4.7343755
2040-04-18,3.6558344,3.95399,3.6662076
2040-04-19,5.507686,5.865609,5.5297575
2040-04-20,5.914739,5.9662457,5.881449
2040-04-21,5.0824885,5.1353407,5.055842
2040-04-22,5.0022855,5.142166,4.9566
2040-04-23,6.0327473,5.888028,5.981226
2040-04-24,7.0894985,6.99641,7.0416317
2040-04-25,7.4768558,7.3001757,7.4329343
2040-04-26,6.7951083,6.720679,6.7528057
2040-04-27,4.2728534,4.2985477,4.239414
2040-04-28,4.471384,4.4622,4.4539757
2040-04-29,4.053233,4.0315027,4.0234623
2040-04-30,3.8189967,4.0360775,3.7960436
2040-05-01,3.7840877,3.7466462,3.7623546
2040-05-02,4.2306085,4.2533135,4.208871
2040-05-03,3.8360205,4.0674896,3.8049226
2040-05-04,3.3715062,3.5026057,3.3568907
2040-05-05,3.6728601,3.708147,3.6527476
2040-05-06,4.007635,4.1188426,4.005524
2040-05-07,4.508923,4.81194,4.4963546
2040-05-08,4.9463263,5.263958,4.928582
2040-05-09,3.9339144,4.210708,3.9281156
2040-05-10,3.3687243,3.4610105,3.3622694
2040-05-11,4.052859,4.0341477,4.021373
2040-05-12,3.8635814,3.841948,3.8426218
2040-05-13,4.00901,4.0126467,3.986767
2040-05-14,3.9309597,4.153768,3.9236162
2040-05-15,4.740819,4.7588005,4.694384
2040-05-16,5.6981044,5.716895,5.6794577
2040-05-17,5.798651,5.9652767,5.802892
2040-05-18,4.3965635,4.446413,4.4117174
2040-05-19,5.448951,5.516446,5.4321027
2040-05-20,4.1125584,4.3311443,4.118944
2040-05-21,5.062585,5.4653273,5.0637527
2040-05-22,5.3687067,5.572894,5.3354125
2040-05-23,4.672455,4.9658804,4.6742716
2040-05-24,4.052564,4.2523036,4.0635715
2040-05-25,3.490307,3.7542145,3.501444
2040-05-26,4.2620554,4.5884457,4.304993
2040-05-27,5.834324,6.164098,5.8655367
2040-05-28,5.5928507,5.6643887,5.6124516
2040-05-29,4.0275807,4.1895375,4.032307
2040-05-30,5.5690403,5.7125077,5.556415
2040-05-31,5.899121,5.8593135,5.862626
2040-06-01,5.170811,5.110436,5.141011
2040-06-02,4.054779,4.0843554,4.064079
2040-06-03,4.204878,4.4594216,4.2271695
2040-06-04,5.2294416,5.453916,5.2485924
2040-06-05,4.649865,4.8937297,4.666785
2040-06-06,5.1762285,5.3970346,5.1939864
2040-06-07,5.888467,6.23314,5.9165173
2040-06-08,4.4367886,4.8182783,4.464403
2040-06-09,4.3502507,4.6760883,4.3772063
2040-06-10,4.419269,4.5809317,4.4195557
2040-06-11,3.0724022,3.2663565,3.0831137
2040-06-12,3.5432775,3.5623834,3.5571265
2040-06-13,4.646432,4.793778,4.655432
2040-06-14,4.3812175,4.6186295,4.383464
2040-06-15,4.498698,4.554153,4.47493
2040-06-16,6.569146,6.570561,6.548841
2040-06-17,6.691057,6.7523656,6.7283797
2040-06-18,6.07589,6.2425375,6.137754
2040-06-19,4.297049,4.6575336,4.350912
2040-06-20,4.057663,4.0304937,4.04704
2040-06-21,3.0328612,3.0960903,3.034712
2040-06-22,3.7486303,3.8242128,3.7180078
2040-06-23,5.163926,5.4754624,5.1909432
2040-06-24,6.1776342,6.5679293,6.193807
2040-06-25,6.324168,6.386228,6.264507
2040-06-26,8.338839,8.313093,8.253656
2040-06-27,7.9563346,7.691714,7.8919215
2040-06-28,4.366506,4.4513726,4.3227105
2040-06-29,4.6102405,4.6935525,4.569587
2040-06-30,8.75914,8.808571,8.703016
2040-07-01,7.2737136,7.5566506,7.2657714
2040-07-02,7.3106914,7.549175,7.297657
2040-07-03,5.5812564,5.694231,5.5316606
2040-07-04,7.770477,7.6347904,7.7004514
2040-07-05,8.116764,7.966212,8.075242
2040-07-06,4.875808,4.722419,4.8271227
2040-07-07,4.1089363,4.161287,4.1070576
2040-07-08,4.1652274,4.270896,4.1674533
2040-07-09,4.2563667,4.383085,4.250852
2040-07-10,4.6328163,4.7077675,4.6293373
2040-07-11,3.4751072,3.7270296,3.4802659
2040-07-12,3.06149,3.2035768,3.0340676
2040-07-13,2.7475863,2.8778565,2.7404237
2040-07-14,3.3644986,3.4499927,3.3508248
2040-07-15,3.516985,3.69472,3.4904282
2040-07-16,4.077289,4.183932,4.0309467
2040-07-17,7.5658183,7.524057,7.5066953
2040-07-18,6.9344754,6.891911,6.871601
2040-07-19,4.1784115,4.271379,4.15228
2040-07-20,4.847639,4.938609,4.816249
2040-07-21,4.834394,4.9920197,4.811865
2040-07-22,5.007677,5.1462593,4.985785
2040-07-23,6.633363,6.5132117,6.579377
2040-07-24,4.9939623,5.0072045,4.9809136
2040-07-25,3.8369849,3.8381062,3.8438904
2040-07-26,6.1403813,6.420282,6.142348
2040-07-27,4.927356,4.984099,4.9444723
2040-07-28,3.6878672,3.9254436,3.7073216
2040-07-29,5.343372,5.341693,5.3478327
2040-07-30,6.262428,6.2681937,6.2841945
2040-07-31,7.195266,6.9848866,7.14672
2040-08-01,8.70156,8.382114,8.628043
2040-08-02,8.490524,8.488178,8.456325
2040-08-03,7.615016,7.73018,7.558533
2040-08-04,8.673595,8.540984,8.595309
2040-08-05,9.081334,8.976347,9.043509
2040-08-06,4.965416,5.002005,4.936204
2040-08-07,4.9678426,5.147916,4.964159
2040-08-08,6.6879635,6.9446063,6.675185
2040-08-09,7.4884143,7.5424066,7.481365
2040-08-10,6.071387,6.144848,6.027035
2040-08-11,6.2721453,6.1228538,6.21322
2040-08-12,5.6707115,5.7782044,5.632008
2040-08-13,6.617941,6.842627,6.609665
2040-08-14,8.437403,8.813927,8.435953
2040-08-15,7.5103426,7.4724584,7.4758277
2040-08-16,5.747716,5.7742553,5.737812
2040-08-17,4.821173,4.8792467,4.821014
2040-08-18,4.6653852,4.7487416,4.6401196
2040-08-19,6.239622,6.33365,6.20926
2040-08-20,6.7560544,6.896792,6.726507
2040-08-21,7.754059,7.9137883,7.734415
2040-08-22,7.25141,7.3387027,7.250194
2040-08-23,6.521726,6.4455748,6.500806
2040-08-24,6.70922,6.852349,6.6761475
2040-08-25,7.5356126,7.515077,7.504941
2040-08-26,6.5257335,6.589093,6.528622
2040-08-27,4.309216,4.585702,4.3365674
2040-08-28,4.878488,4.9243073,4.841156
2040-08-29,4.146652,4.266944,4.138364
2040-08-30,4.7015676,4.7802253,4.7041836
2040-08-31,5.5342555,5.6924253,5.501501
2040-09-01,6.7681046,6.7774615,6.707664
2040-09-02,9.398677,9.204713,9.328466
2040-09-03,6.749827,6.82251,6.7314053
2040-09-04,4.118924,4.220553,4.118692
2040-09-05,3.8473852,3.8290186,3.835217
2040-09-06,4.544407,4.6101756,4.542859
2040-09-07,4.7740507,4.9951854,4.7833533
2040-09-08,4.6663857,4.889119,4.673358
2040-09-09,4.6636076,4.8179297,4.64955
2040-09-10,5.682915,5.80222,5.643548
2040-09-11,5.68437,5.8303647,5.6753774
2040-09-12,6.7028437,6.696921,6.6790395
2040-09-13,7.7304983,7.8414,7.732296
2040-09-14,7.658072,7.812055,7.6948156
2040-09-15,5.3758435,5.55513,5.4124084
2040-09-16,5.1715255,5.4335804,5.2100325
2040-09-17,4.652033,4.8505597,4.6366
2040-09-18,5.1017346,5.200395,5.0715384
2040-09-19,5.719708,5.7338257,5.6691656
2040-09-20,5.5002103,5.374572,5.483929
2040-09-21,4.794286,4.8763504,4.7853966
2040-09-22,4.752845,4.8656635,4.722337
2040-09-23,4.9599657,5.1386065,4.9305058
2040-09-24,5.3182325,5.482178,5.304034
2040-09-25,7.078817,7.228529,7.102869
2040-09-26,5.696633,5.9860735,5.7532926
2040-09-27,5.3851886,5.3740945,5.37648
2040-09-28,5.4143767,5.38119,5.4039464
2040-09-29,5.355977,5.470068,5.3500504
2040-09-30,5.7349114,5.745104,5.7061486
2040-10-01,6.1824923,6.291616,6.164843
2040-10-02,4.505942,4.644653,4.515518
2040-10-03,5.16552,5.337911,5.1491027
2040-10-04,7.0955462,7.230895,7.056263
2040-10-05,7.285843,7.51571,7.2889895
2040-10-06,5.2488527,5.394019,5.2416964
2040-10-07,5.923631,6.1083536,5.9394464
2040-10-08,5.8507004,6.01069,5.8720074
2040-10-09,5.5070963,5.744565,5.4880753
2040-10-10,7.209456,7.295873,7.1884136
2040-10-11,7.6591516,7.8404384,7.62083
2040-10-12,7.6351314,7.673323,7.5908804
2040-10-13,5.421956,5.6600375,5.419578
2040-10-14,5.9430337,6.08239,5.918645
2040-10-15,6.238034,6.240908,6.238599
2040-10-16,5.2736325,5.4080005,5.268001
2040-10-17,5.9468327,6.101704,5.9457626
2040-10-18,8.20611,8.366597,8.214236
2040-10-19,6.960201,7.0526266,6.9308944
2040-10-20,7.4848228,7.441212,7.4534445
2040-10-21,8.178634,8.299476,8.145148
2040-10-22,7.24259,7.11118,7.232777
2040-10-23,6.9104304,6.88486,6.944808
2040-10-24,6.7143116,6.7069154,6.7313514
2040-10-25,5.6275845,5.796857,5.66947
2040-10-26,4.7570577,4.9236937,4.789653
2040-10-27,5.195207,5.268964,5.162072
2040-10-28,5.1839967,5.2377386,5.1563735
2040-10-29,6.692789,6.7520814,6.64602
2040-10-30,5.598932,5.82776,5.5934925
2040-10-31,6.930662,6.900982,6.9067664
2040-11-01,5.097178,5.1909657,5.126696
2040-11-02,5.3261123,5.3325377,5.3195314
2040-11-03,5.294873,5.429535,5.2946634
2040-11-04,6.181075,6.442133,6.1978574
2040-11-05,6.2304535,6.5597773,6.2710743
2040-11-06,6.6859922,6.9900746,6.724391
2040-11-07,7.636335,7.9091907,7.616289
2040-11-08,6.3540516,6.267425,6.2975044
2040-11-09,7.587449,7.443796,7.529461
2040-11-10,6.6422763,6.8407187,6.6690607
2040-11-11,5.5280933,5.6075764,5.522621
2040-11-12,5.9494896,5.9612613,5.8945036
2040-11-13,5.336677,5.425191,5.3284073
2040-11-14,5.8551674,6.0178437,5.855563
2040-11-15,5.4649544,5.6870346,5.463532
2040-11-16,6.657985,6.675934,6.626461
2040-11-17,7.269654,7.342172,7.2495356
2040-11-18,6.7447324,6.7801223,6.744871
2040-11-19,5.587246,5.745586,5.5794244
2040-11-20,6.1133723,6.223342,6.1066937
2040-11-21,6.0535,6.3237157,6.0676746
2040-11-22,5.728768,5.8030205,5.728156
2040-11-23,5.7976894,5.772774,5.8024607
2040-11-24,5.2369585,5.3035913,5.2361836
2040-11-25,5.636675,5.5446844,5.620008
2040-11-26,4.8218856,4.8416843,4.8016243
2040-11-27,5.458794,5.4214153,5.4377117
2040-11-28,6.027852,5.903894,5.989627
2040-11-29,4.6191297,4.7825847,4.631855
2040-11-30,6.397748,6.1482058,6.375498
2040-12-01,4.8592505,5.074705,4.865512
2040-12-02,4.5968704,4.693652,4.5945926
2040-12-03,5.1276264,5.170929,5.1376114
2040-12-04,5.678767,5.7266574,5.684597
2040-12-05,5.8368144,5.9596615,5.8058076
2040-12-06,6.8435054,6.8842163,6.7831945
2040-12-07,5.600196,5.695891,5.598422
2040-12-08,6.3892717,6.5100884,6.381991
2040-12-09,7.3348365,7.2845182,7.288445
2040-12-10,5.448242,5.5109,5.445704
2040-12-11,5.3769474,5.4326854,5.376103
2040-12-12,4.891359,4.9609976,4.895256
2040-12-13,4.8349648,4.8073144,4.8256326
2040-12-14,5.3878016,5.24158,5.3580666
2040-12-15,5.7341757,5.73792,5.7068386
2040-12-16,5.405562,5.4343567,5.3827505
2040-12-17,8.147123,7.828992,8.060001
2040-12-18,5.3830633,5.480179,5.359328
2040-12-19,6.436061,6.2444086,6.411945
2040-12-20,5.296863,5.442456,5.280825
2040-12-21,6.870255,6.9563165,6.837579
2040-12-22,7.735008,7.668261,7.7199483
2040-12-23,6.2281837,6.196881,6.2430506
2040-12-24,6.3835583,6.3909316,6.3515234
2040-12-25,6.3152876,6.1035795,6.268992
2040-12-26,6.0099993,6.139825,5.992603
2040-12-27,6.1709876,5.9987454,6.1641297
2040-12-28,5.3825293,5.343868,5.38284
2040-12-29,4.918499,4.9659677,4.900346
2040-12-30,5.2900953,5.4317937,5.2700033
2040-12-31,6.1671805,6.290269,6.1610947
2041-01-01,6.4466224,6.5814457,6.4425173
2041-01-02,6.7271533,6.8573904,6.690933
2041-01-03,6.56659,6.60324,6.541898
2041-01-04,7.6454263,7.77,7.6497884
2041-01-05,6.5624976,6.876002,6.5757737
2041-01-06,5.579173,5.6482706,5.566659
2041-01-07,6.086288,6.114837,6.0831656
2041-01-08,5.960435,6.1362815,5.959634
2041-01-09,5.5547395,5.790108,5.536268
2041-01-10,5.0010257,5.231791,4.9890046
2041-01-11,6.3949065,6.25098,6.350921
2041-01-12,4.976915,5.194095,4.9698215
2041-01-13,6.1613746,6.1138525,6.119375
2041-01-14,6.143313,6.2099795,6.1176276
2041-01-15,5.6165323,5.6256194,5.5991654
2041-01-16,4.3679457,4.4280577,4.338985
2041-01-17,4.5348363,4.5103364,4.503116
2041-01-18,4.881487,5.0236,4.8676686
2041-01-19,5.544627,5.6940565,5.5353155
2041-01-20,5.4232025,5.5807433,5.412435
2041-01-21,5.386442,5.5998573,5.3758965
2041-01-22,5.31088,5.454294,5.2810197
2041-01-23,5.012983,5.1806397,5.0018597
2041-01-24,4.7231812,4.896471,4.7348943
2041-01-25,5.7275825,5.9560347,5.7220945
2041-01-26,5.344451,5.4712076,5.349479
2041-01-27,5.770828,5.797786,5.72951
2041-01-28,6.369419,6.300509,6.350645
2041-01-29,5.3456264,5.5557218,5.354254
2041-01-30,5.322632,5.184228,5.29539
2041-01-31,6.3147836,6.3737416,6.322073
2041-02-01,5.630849,5.887956,5.652748
2041-02-02,5.140443,5.206224,5.1186485
2041-02-03,5.6811476,5.660698,5.6546397
2041-02-04,7.320287,7.013856,7.268491
2041-02-05,4.8039975,5.05563,4.8233385
2041-02-06,5.700001,5.8899417,5.706558
2041-02-07,5.3635345,5.326868,5.350207
2041-02-08,5.8494024,5.743049,5.8387737
2041-02-09,6.1169906,6.304195,6.1534085
2041-02-10,5.3247705,5.597107,5.3635054
2041-02-11,5.6242266,5.7730045,5.647617
2041-02-12,5.8127427,5.827495,5.769658
2041-02-13,7.6020603,7.304688,7.530023
2041-02-14,5.423266,5.4150634,5.391762
2041-02-15,8.339043,8.073319,8.313593
2041-02-16,6.3159695,6.522692,6.332637
2041-02-17,5.2334075,5.4302063,5.232282
2041-02-18,5.526491,5.5343823,5.501893
2041-02-19,5.3193254,5.4304285,5.3040323
2041-02-20,4.6630692,4.8479705,4.6586204
2041-02-21,5.204415,5.2768445,5.180794
2041-02-22,5.2225003,5.3083797,5.22239
2041-02-23,5.7120943,5.8552732,5.729268
2041-02-24,5.811009,6.0195155,5.7951555
2041-02-25,6.673057,6.5043106,6.608073
2041-02-26,6.069153,6.16625,6.0542717
2041-02-27,6.1372924,6.3572936,6.1251445
2041-02-28,7.970822,8.100703,7.9719453
2041-03-01,6.4986544,6.7876077,6.529786
2041-03-02,5.379617,5.658038,5.4133577
2041-03-03,5.487345,5.6861706,5.465339
2041-03-04,5.2153463,5.3309846,5.206069
2041-03-05,6.1060305,6.2154384,6.0910344
2041-03-06,6.147933,6.306651,6.1404767
2041-03-07,6.3955746,6.5926523,6.376579
2041-03-08,6.802301,6.9011836,6.7481036
2041-03-09,5.524554,5.6253285,5.4882927
2041-03-10,6.43231,6.443112,6.372458
2041-03-11,6.0871053,6.142608,6.0709405
2041-03-12,5.428231,5.5684876,5.417694
2041-03-13,5.323099,5.378273,5.3030286
2041-03-14,5.11252,5.174324,5.0836854
2041-03-15,4.9010115,4.9133053,4.872524
2041-03-16,4.9587555,4.981917,4.943748
2041-03-17,5.240461,5.3774495,5.222118
2041-03-18,5.7876325,5.6982846,5.7383647
2041-03-19,4.9213486,4.9560084,4.913778
2041-03-20,4.859675,4.978245,4.8605013
2041-03-21,7.578866,7.211359,7.526441
2041-03-22,6.2087483,6.361991,6.2046337
2041-03-23,4.666698,4.747116,4.6503234
2041-03-24,5.6107216,5.692049,5.588188
2041-03-25,5.925127,5.938296,5.8749185
2041-03-26,4.7041473,4.883941,4.7274637
2041-03-27,5.1831756,5.2556434,5.1836214
2041-03-28,5.9293046,6.04058,5.91044
2041-03-29,4.60193,4.729372,4.592541
2041-03-30,5.0662365,5.1170216,5.0238967
2041-03-31,5.4283276,5.32559,5.4007783
2041-04-01,5.1958604,5.339851,5.2204833
2041-04-02,4.5350227,4.771869,4.5516214
2041-04-03,4.2263584,4.3573704,4.2304134
2041-04-04,4.215545,4.198934,4.204706
2041-04-05,4.7275324,4.8340945,4.70319
2041-04-06,6.3164296,6.405504,6.3381443
2041-04-07,5.84214,6.110446,5.885364
2041-04-08,5.486818,5.736606,5.5051756
2041-04-09,4.9357047,5.152821,4.940631
2041-04-10,4.272894,4.3698096,4.2521653
2041-04-11,3.6390698,3.7992098,3.6327713
2041-04-12,3.9186008,4.087208,3.911201
2041-04-13,4.872208,4.8654637,4.843686
2041-04-14,4.2621164,4.5194826,4.287455
2041-04-15,4.364757,4.608853,4.3882384
2041-04-16,4.4204965,4.471306,4.395434
2041-04-17,4.563522,4.5396485,4.552552
2041-04-18,3.5534945,3.6286967,3.5471914
2041-04-19,3.792195,3.8404515,3.7744102
2041-04-20,6.613446,6.6039386,6.566968
2041-04-21,6.02681,6.2760406,6.0370317
2041-04-22,4.6525025,4.9688,4.6456885
2041-04-23,4.9298234,5.268267,4.909759
2041-04-24,6.312297,6.5062466,6.3025265
2041-04-25,7.8672075,7.8329983,7.8338857
2041-04-26,6.3121295,6.248565,6.301087
2041-04-27,4.183583,4.3715587,4.2248263
2041-04-28,4.2089906,4.4331803,4.234243
2041-04-29,3.963203,4.0728846,3.9542644
2041-04-30,4.1165566,4.1911564,4.106845
2041-05-01,6.029447,5.9999533,6.0094585
2041-05-02,4.514372,4.783629,4.548096
2041-05-03,5.0724964,5.4283323,5.1152573
2041-05-04,4.0805564,4.348128,4.0873837
2041-05-05,3.7444062,3.968221,3.7256184
2041-05-06,3.5113974,3.6768775,3.49555
2041-05-07,5.0377197,5.094436,4.9942594
2041-05-08,5.383429,5.4127774,5.3531094
2041-05-09,5.6202874,5.8517056,5.658334
2041-05-10,5.5200906,5.813628,5.5705447
2041-05-11,4.8407526,5.097864,4.879638
