date,New South Wales_Northern NSW,New South Wales_Western Sydney,South Australia_Eyre and Far North
2048-07-06,4.2030177,4.3217487,4.1682916
2048-07-07,7.1994886,7.2745733,7.1146445
2048-07-08,7.564079,7.508108,7.5019393
2048-07-09,5.799495,5.621554,5.7769146
2048-07-10,3.9902396,4.2310367,4.0303264
2048-07-11,3.9453452,4.1851225,3.9754162
2048-07-12,4.543707,4.5441837,4.5538383
2048-07-13,5.670121,5.725963,5.6538706
2048-07-14,5.731005,5.7496076,5.700917
2048-07-15,3.4616923,3.7175,3.49041
2048-07-16,3.781066,3.8581195,3.7554018
2048-07-17,3.4607983,3.7400112,3.5056908
2048-07-18,3.2607973,3.539926,3.2905595
2048-07-19,5.7261796,5.745757,5.74051
2048-07-20,7.519213,7.482983,7.5019703
2048-07-21,4.018289,4.1039734,4.0122027
2048-07-22,4.771531,4.9438424,4.777388
2048-07-23,4.6506233,4.9016366,4.670886
2048-07-24,4.1316986,4.2374654,4.112459
2048-07-25,4.5287127,4.681558,4.499445
2048-07-26,9.023827,9.196984,8.979322
2048-07-27,9.495804,9.481715,9.453365
2048-07-28,8.469069,8.460183,8.422093
2048-07-29,5.387726,5.527401,5.392292
2048-07-30,5.285753,5.332734,5.2930517
2048-07-31,4.5592422,4.818032,4.583063
2048-08-01,4.2562447,4.4346585,4.2353806
2048-08-02,3.9429877,4.0431986,3.9245002
2048-08-03,4.3745446,4.4613433,4.3710566
2048-08-04,5.6572037,5.8390374,5.6093993
2048-08-05,7.246191,7.241965,7.2127523
2048-08-06,10.5437765,10.2927265,10.489127
2048-08-07,8.491374,8.452593,8.47089
2048-08-08,5.467698,5.515149,5.4785304
2048-08-09,4.4285154,4.489821,4.448475
2048-08-10,5.385844,5.318442,5.352067
2048-08-11,3.1981468,3.3806858,3.1915
2048-08-12,3.375664,3.615408,3.40108
2048-08-13,4.6214857,4.67607,4.603227
2048-08-14,6.5629563,6.335304,6.524275
2048-08-15,5.273659,5.4110947,5.262274
2048-08-16,4.8218746,4.7464514,4.7954254
2048-08-17,4.743295,4.5760827,4.7154217
2048-08-18,5.305529,5.2797875,5.2884417
2048-08-19,5.266108,5.534417,5.257872
2048-08-20,5.989099,6.191225,5.9581933
2048-08-21,6.137706,6.118017,6.1194944
2048-08-22,5.1684575,5.2649255,5.181209
2048-08-23,5.1748505,5.4665127,5.202986
2048-08-24,4.5536084,4.6697235,4.554967
2048-08-25,5.6284065,5.767191,5.612482
2048-08-26,6.872742,7.0856266,6.8901234
2048-08-27,5.9347157,6.289688,5.983254
2048-08-28,4.500027,4.695071,4.5205493
2048-08-29,3.7907972,4.04752,3.8206701
2048-08-30,3.8860981,3.9374611,3.8634806
2048-08-31,3.9681058,3.9327316,3.9608035
2048-09-01,5.1515417,5.0240088,5.1153493
2048-09-02,4.8716297,4.9936075,4.8609314
2048-09-03,5.5054584,5.643385,5.4948826
2048-09-04,6.312636,6.551486,6.325503
2048-09-05,5.028055,5.2520585,5.088797
2048-09-06,4.412147,4.644114,4.4220295
2048-09-07,4.6070585,4.843614,4.6151896
2048-09-08,4.7468796,5.0266743,4.755749
2048-09-09,4.7344995,5.0014787,4.726224
2048-09-10,5.3563333,5.567424,5.3279285
2048-09-11,4.879625,4.999486,4.85524
2048-09-12,5.055643,5.04494,5.029263
2048-09-13,7.4710574,7.748949,7.4729447
2048-09-14,8.487886,8.516712,8.4424305
2048-09-15,5.268209,5.2402034,5.2390604
2048-09-16,4.511133,4.713847,4.4849596
2048-09-17,5.609611,5.590085,5.5657744
2048-09-18,5.434957,5.3848104,5.4002676
2048-09-19,5.257775,5.2903113,5.2172565
2048-09-20,4.995211,5.2151804,4.969672
2048-09-21,6.619858,6.592463,6.5630264
2048-09-22,6.378496,6.286079,6.3268523
2048-09-23,5.7256846,5.753748,5.7014613
2048-09-24,6.1445913,6.084561,6.111993
2048-09-25,4.530451,4.6685514,4.5362406
2048-09-26,4.192921,4.331854,4.15988
2048-09-27,4.822455,4.910066,4.766623
2048-09-28,4.5526967,4.5948,4.540733
2048-09-29,5.1167755,5.086665,5.0705066
2048-09-30,5.3397193,5.3415036,5.3047814
2048-10-01,5.300111,5.1975865,5.2780776
2048-10-02,6.1986628,6.097345,6.1817856
2048-10-03,5.1783743,5.163714,5.1629734
2048-10-04,6.943336,6.9871817,6.9237657
2048-10-05,8.283969,8.325787,8.266382
2048-10-06,6.6678643,6.5301533,6.6335397
2048-10-07,3.9425097,3.9816601,3.9446075
2048-10-08,5.3466344,5.323644,5.307371
2048-10-09,7.059277,7.040849,7.0347013
2048-10-10,4.4247594,4.5570316,4.412931
2048-10-11,5.6608033,5.884539,5.640951
2048-10-12,7.33052,7.123044,7.2859764
2048-10-13,5.0720124,5.2250886,5.062741
2048-10-14,5.7930055,5.889748,5.797973
2048-10-15,5.623563,5.8169093,5.626909
2048-10-16,7.6683426,7.4504848,7.6191597
2048-10-17,7.7474027,7.5811343,7.721362
2048-10-18,7.886555,7.922292,7.8636856
2048-10-19,7.283691,7.380101,7.30709
2048-10-20,4.7637014,4.822868,4.751968
2048-10-21,4.7470713,4.7596097,4.7457385
2048-10-22,5.3642807,5.423685,5.336071
2048-10-23,5.5667677,5.796546,5.5508413
2048-10-24,5.808632,5.9126964,5.805674
2048-10-25,7.278784,7.2276645,7.257684
2048-10-26,8.271369,8.153835,8.257239
2048-10-27,5.390976,5.550144,5.4105525
2048-10-28,5.0337,5.0538273,5.0208993
2048-10-29,5.115921,5.1985755,5.108279
2048-10-30,7.081989,7.122804,7.075775
2048-10-31,7.742567,7.7904944,7.7301283
2048-11-01,6.624897,6.732804,6.6295404
2048-11-02,5.756045,5.9996037,5.7835064
2048-11-03,5.346506,5.4802485,5.3385205
2048-11-04,4.9070854,5.0156474,4.8985615
2048-11-05,5.3240466,5.4692187,5.3134413
2048-11-06,5.629946,5.7773056,5.609178
2048-11-07,6.3455267,6.2803655,6.3304515
2048-11-08,4.9706564,5.1512194,4.9824595
2048-11-09,5.640308,5.8114867,5.659499
2048-11-10,5.6218343,5.7338867,5.585629
2048-11-11,5.3718023,5.4247737,5.3446856
2048-11-12,5.2786536,5.451986,5.2720804
2048-11-13,4.4215865,4.465111,4.407898
2048-11-14,5.9914956,6.0241084,5.9486976
2048-11-15,6.0684915,6.1308346,6.056217
2048-11-16,6.993312,7.0783777,6.9626775
2048-11-17,7.927416,8.080826,7.965418
2048-11-18,7.0070057,7.2505674,7.083728
2048-11-19,5.2859206,5.3833866,5.3168244
2048-11-20,5.0949273,5.1550775,5.0747848
2048-11-21,6.259545,6.227002,6.2266655
2048-11-22,4.7368636,5.0753636,4.7534986
2048-11-23,6.2477,6.2822723,6.223935
2048-11-24,5.5082364,5.7119527,5.530887
2048-11-25,6.1738796,6.5022936,6.20334
2048-11-26,6.519413,6.572902,6.469442
2048-11-27,6.6918473,6.7909737,6.6920323
2048-11-28,4.8243513,4.871597,4.8033085
2048-11-29,6.425695,6.444005,6.401439
2048-11-30,6.2839265,6.3683467,6.2641606
2048-12-01,6.014155,6.245599,6.001473
2048-12-02,5.7594256,5.857089,5.720868
2048-12-03,6.1765847,6.2535644,6.169313
2048-12-04,4.8317175,5.0508714,4.8466816
2048-12-05,5.2594485,5.348804,5.2476687
2048-12-06,5.5531178,5.516612,5.5475526
2048-12-07,4.995858,5.126339,4.9801054
2048-12-08,5.209837,5.2309356,5.1864433
2048-12-09,5.174367,5.290063,5.1557193
2048-12-10,5.274805,5.4671726,5.26058
2048-12-11,5.6042323,5.766684,5.5760007
2048-12-12,5.6052017,5.5592747,5.577225
2048-12-13,5.7025304,5.768092,5.6891565
2048-12-14,5.1238446,5.3165016,5.1221213
2048-12-15,4.404415,4.424879,4.3931165
2048-12-16,5.663592,5.7193894,5.650593
2048-12-17,6.517639,6.451607,6.510461
2048-12-18,5.5680666,5.7573123,5.5728126
2048-12-19,6.50082,6.632586,6.4796157
2048-12-20,6.3083515,6.5092196,6.3524833
2048-12-21,6.0910263,6.237876,6.11823
2048-12-22,6.126702,6.271243,6.15545
2048-12-23,5.039744,5.1457944,5.0393863
2048-12-24,5.49292,5.664051,5.488474
2048-12-25,7.0599747,7.1313214,7.0318456
2048-12-26,6.471239,6.486134,6.4824595
2048-12-27,5.3490024,5.290006,5.3423886
2048-12-28,5.240718,5.3131614,5.2355905
2048-12-29,5.3238063,5.309908,5.311218
2048-12-30,5.130603,5.268621,5.1235723
2048-12-31,4.594909,4.7454176,4.5690646
2049-01-01,5.055949,4.911846,4.9926505
2049-01-02,4.5094113,4.571613,4.5039396
2049-01-03,5.528159,5.5953574,5.5149603
2049-01-04,6.049782,6.10002,6.0212827
2049-01-05,5.7517557,5.8853984,5.7285
2049-01-06,5.741288,5.772076,5.7043867
2049-01-07,5.2765174,5.367954,5.2651587
2049-01-08,6.3215985,6.256107,6.292022
2049-01-09,5.5513473,5.5812016,5.500398
2049-01-10,6.18304,6.1438365,6.1595755
2049-01-11,5.363032,5.333639,5.345839
2049-01-12,6.1569448,6.2108116,6.1311707
2049-01-13,6.50002,6.6737723,6.51105
2049-01-14,5.644962,5.878624,5.676014
2049-01-15,5.528751,5.652837,5.497119
2049-01-16,5.6602683,5.716865,5.6372504
2049-01-17,6.205341,6.2882195,6.1572747
2049-01-18,6.3192377,6.3982296,6.2678823
2049-01-19,6.7795877,6.8980536,6.7474613
2049-01-20,6.555417,6.63356,6.544863
2049-01-21,6.078224,6.2549324,6.0772796
2049-01-22,5.2953916,5.4884787,5.286041
2049-01-23,5.3649316,5.5745816,5.3506746
2049-01-24,5.5318117,5.6545963,5.5101056
2049-01-25,5.826497,5.9018764,5.809341
2049-01-26,6.0228353,6.0485477,6.0144787
2049-01-27,4.9930124,5.1744404,4.9790688
2049-01-28,5.0443425,5.2140565,5.002302
2049-01-29,6.1306415,6.2249713,6.119423
2049-01-30,5.7279863,5.925534,5.7325
2049-01-31,5.8048673,5.9299645,5.7717733
2049-02-01,6.3200064,6.53847,6.3065705
2049-02-02,6.159984,6.401406,6.18768
2049-02-03,6.5478597,6.760106,6.584878
2049-02-04,5.4182296,5.4259496,5.4312816
2049-02-05,5.876252,6.0412397,5.840339
2049-02-06,7.049484,6.952439,7.0220227
2049-02-07,7.4440303,7.614663,7.435415
2049-02-08,6.8512964,6.9866323,6.8420362
2049-02-09,6.241487,6.4654603,6.243131
2049-02-10,6.1600895,6.352936,6.1800556
2049-02-11,5.6518397,5.8743277,5.691602
2049-02-12,4.8375196,5.000895,4.8798842
2049-02-13,4.40641,4.548291,4.415436
2049-02-14,4.8987126,4.967678,4.86902
2049-02-15,5.1340804,5.2753854,5.1106043
2049-02-16,6.405814,6.2836933,6.357619
2049-02-17,7.262685,7.4018793,7.309802
2049-02-18,6.2976475,6.5521665,6.334994
2049-02-19,5.442996,5.6493187,5.4778357
2049-02-20,5.6202745,5.8179245,5.6368937
2049-02-21,5.607749,5.8316875,5.6400733
2049-02-22,5.2762656,5.508365,5.3170686
2049-02-23,5.520995,5.442774,5.478519
2049-02-24,6.2776833,6.1882854,6.2534
2049-02-25,5.815759,5.8641458,5.798757
2049-02-26,5.2054896,5.3723197,5.2118754
2049-02-27,4.5693765,4.687157,4.5571404
2049-02-28,4.913499,4.9598784,4.881387
2049-03-01,3.6883316,3.7858834,3.6754367
2049-03-02,4.1560583,4.079714,4.131679
2049-03-03,4.6559777,4.619886,4.6237226
2049-03-04,4.190041,4.226109,4.172839
2049-03-05,4.9512663,4.942604,4.9118323
2049-03-06,5.6185045,5.7807617,5.6280313
2049-03-07,6.2973337,6.5586896,6.3227606
2049-03-08,5.1710553,5.465483,5.2062254
2049-03-09,4.6422234,4.834986,4.633977
2049-03-10,4.8789754,4.945403,4.863801
2049-03-11,4.757076,4.8897033,4.7416406
2049-03-12,4.6388435,4.802509,4.6183023
2049-03-13,4.6245303,4.6048923,4.597193
2049-03-14,4.505322,4.49336,4.4869742
2049-03-15,4.322927,4.4217057,4.312427
2049-03-16,4.634185,4.722873,4.616088
2049-03-17,4.82705,4.96475,4.815078
2049-03-18,4.525983,4.72534,4.507428
2049-03-19,4.4534745,4.634557,4.4178143
2049-03-20,4.823235,4.7755246,4.795022
2049-03-21,6.5553913,6.8664346,6.6048355
2049-03-22,6.4170203,6.8803926,6.4518433
2049-03-23,5.7245007,5.935194,5.6926494
2049-03-24,4.8379016,5.020108,4.825036
2049-03-25,4.812765,4.8357944,4.7778816
2049-03-26,6.5469284,6.4342556,6.475118
2049-03-27,6.859642,7.0006976,6.865241
2049-03-28,5.19499,5.40415,5.2029505
2049-03-29,4.7694697,4.8507285,4.726761
2049-03-30,6.094847,5.9920807,6.038042
2049-03-31,5.091879,5.2330956,5.065127
2049-04-01,4.8556557,5.0181203,4.856021
2049-04-02,4.9888277,5.192381,5.006181
2049-04-03,4.809005,4.991648,4.8072615
2049-04-04,5.0874267,5.167335,5.046639
2049-04-05,6.1476674,6.285103,6.153106
2049-04-06,4.90966,5.143866,4.9422045
2049-04-07,4.543517,4.7302237,4.549384
2049-04-08,5.3639464,5.480832,5.363843
2049-04-09,5.0403132,5.3068886,5.0677238
2049-04-10,5.080709,5.4644885,5.1269507
2049-04-11,4.1055045,4.3727407,4.126218
2049-04-12,3.7222333,3.8545544,3.72098
2049-04-13,3.8834052,3.9534354,3.870738
2049-04-14,4.421604,4.5831504,4.403543
2049-04-15,4.399813,4.5960054,4.412506
2049-04-16,3.9039285,4.0727444,3.9311182
2049-04-17,3.6713603,3.80218,3.6909125
2049-04-18,3.75505,3.8620465,3.750089
2049-04-19,4.5040674,4.60826,4.471
2049-04-20,6.915475,6.9093814,6.9309793
2049-04-21,7.2478566,7.1424623,7.253005
2049-04-22,6.1598053,5.9924116,6.15828
2049-04-23,5.5736604,5.5394335,5.557561
2049-04-24,4.144454,4.209412,4.141422
2049-04-25,5.2022004,5.4335995,5.186736
2049-04-26,7.1696935,7.037173,7.130131
2049-04-27,7.843834,7.6388903,7.769981
2049-04-28,5.7509885,5.6615663,5.7233195
2049-04-29,5.4354725,5.4090786,5.445605
2049-04-30,5.181813,5.4566035,5.2271028
2049-05-01,4.9326315,5.384413,4.992528
2049-05-02,4.123363,4.4470525,4.1615114
2049-05-03,4.234967,4.649041,4.2738714
2049-05-04,5.2500844,5.5426164,5.2796426
2049-05-05,4.7026424,5.0494413,4.733386
2049-05-06,5.080971,5.394212,5.077469
2049-05-07,3.9346452,4.1653605,3.9266534
2049-05-08,4.0526133,4.2318625,4.0563016
2049-05-09,4.0861883,4.395445,4.1016674
2049-05-10,4.6135755,5.059027,4.6563263
2049-05-11,3.596769,3.826055,3.599931
2049-05-12,4.665665,4.870013,4.6670985
2049-05-13,4.7128677,4.6721487,4.683746
2049-05-14,7.0525737,6.7613435,6.987511
2049-05-15,3.9629734,4.28478,3.9767795
2049-05-16,3.7811358,4.0586524,3.7871215
2049-05-17,4.0553374,4.317028,4.0656204
2049-05-18,4.1911063,4.5461383,4.1899633
2049-05-19,4.7017236,5.027168,4.7029223
2049-05-20,4.233973,4.6235886,4.257293
2049-05-21,4.5620975,4.9323773,4.561907
2049-05-22,4.665968,5.0533094,4.693956
2049-05-23,4.092606,4.528144,4.156527
2049-05-24,3.844968,3.8709807,3.8272111
2049-05-25,3.8913875,3.9049113,3.8646286
2049-05-26,3.6807883,3.804268,3.662002
2049-05-27,4.186234,4.4606295,4.183104
2049-05-28,4.3168797,4.4230566,4.2716627
2049-05-29,4.859469,4.959259,4.8197393
2049-05-30,5.6584516,5.6484585,5.653552
2049-05-31,4.634148,4.833187,4.681298
2049-06-01,4.2631164,4.4719453,4.287006
2049-06-02,5.162738,5.2203994,5.1417193
2049-06-03,4.309661,4.6808743,4.312789
2049-06-04,4.642622,4.8310175,4.606011
2049-06-05,3.687888,3.6347694,3.6529934
2049-06-06,4.4212675,4.4955616,4.442981
2049-06-07,4.8914247,5.056016,4.9186916
2049-06-08,4.0226974,4.2757087,4.0136247
2049-06-09,5.168398,5.3289905,5.1600842
2049-06-10,5.656367,5.60651,5.6045413
2049-06-11,4.2039037,4.335537,4.1647496
2049-06-12,7.3495665,7.6148257,7.295663
2049-06-13,8.590465,8.558554,8.52774
2049-06-14,6.523967,6.606021,6.494764
2049-06-15,5.443509,5.4755826,5.4062505
2049-06-16,4.7090387,4.7900968,4.6692715
2049-06-17,5.339131,5.165766,5.284845
2049-06-18,5.0357513,4.999037,5.0080633
2049-06-19,3.2389696,3.374803,3.229724
2049-06-20,4.0742183,4.060917,4.0618324
2049-06-21,5.519028,5.623371,5.5420465
2049-06-22,6.1095862,6.2000217,6.13108
2049-06-23,5.1426415,5.444578,5.174615
2049-06-24,5.55095,5.733138,5.5726147
2049-06-25,5.7867274,5.8877068,5.810993
2049-06-26,4.9604154,5.287022,4.9818487
2049-06-27,4.449802,4.7987456,4.472655
2049-06-28,5.295709,5.71698,5.296873
2049-06-29,4.909774,5.2935877,4.922077
2049-06-30,6.9603634,7.3176594,6.949548
2049-07-01,5.142576,5.2440906,5.1817155
2049-07-02,4.728104,4.969895,4.760912
2049-07-03,3.845935,4.1584435,3.8628147
2049-07-04,4.1114807,4.265246,4.09311
2049-07-05,3.6509857,3.861956,3.6276016
2049-07-06,4.0641513,4.174489,4.034747
2049-07-07,3.9067848,4.180192,3.8996913
2049-07-08,3.453412,3.6695883,3.4735906
2049-07-09,3.6228447,3.8473814,3.6453428
2049-07-10,4.3518214,4.5474877,4.3465548
2049-07-11,5.023422,5.0881853,5.017362
2049-07-12,6.995,7.0563064,6.955559
2049-07-13,7.9152274,8.0319195,7.912312
2049-07-14,6.227332,6.299054,6.2544546
2049-07-15,4.155846,4.3023868,4.173204
2049-07-16,4.1795664,4.2624435,4.139571
2049-07-17,5.222666,5.3096876,5.172849
2049-07-18,5.9112954,5.9321156,5.857786
2049-07-19,6.954567,6.848646,6.9058604
2049-07-20,6.4833436,6.480642,6.446471
2049-07-21,5.94612,5.7273145,5.906391
2049-07-22,4.1963105,4.3581533,4.2286735
2049-07-23,4.993846,5.1828895,5.0242324
2049-07-24,7.620848,7.776313,7.6592536
2049-07-25,6.2782345,6.7879977,6.355589
2049-07-26,4.64465,5.0668488,4.700331
2049-07-27,3.9389627,4.219537,3.9447834
2049-07-28,4.3353076,4.5342803,4.3095894
2049-07-29,4.616242,4.5782485,4.5812826
2049-07-30,5.2149487,5.330326,5.228361
2049-07-31,4.942791,5.1089625,4.979183
2049-08-01,3.3871596,3.672994,3.4232273
2049-08-02,3.214512,3.3800366,3.2169204
2049-08-03,4.1323295,4.2695737,4.142414
2049-08-04,4.906338,5.035463,4.9125586
2049-08-05,5.0637217,5.3318167,5.075013
2049-08-06,4.817926,4.9674706,4.7654114
2049-08-07,5.9776797,5.9773436,5.9418583
2049-08-08,6.407814,6.34757,6.385962
2049-08-09,3.979528,4.0749655,3.954738
2049-08-10,4.746053,4.8769326,4.700844
2049-08-11,4.939356,5.094647,4.9323792
2049-08-12,6.459627,6.492073,6.4396095
2049-08-13,6.830358,7.000501,6.8128715
2049-08-14,5.1599827,5.309906,5.1987624
2049-08-15,3.757773,3.847444,3.7699857
2049-08-16,3.6625347,3.8897665,3.6685672
2049-08-17,4.6132517,4.703401,4.578429
2049-08-18,5.0673122,5.0937567,5.050593
2049-08-19,5.74544,5.6111226,5.73141
2049-08-20,4.538273,4.750819,4.551373
2049-08-21,4.369692,4.59498,4.367744
2049-08-22,4.003116,4.156367,4.007259
2049-08-23,4.44726,4.615608,4.4163666
2049-08-24,4.5663347,4.6843166,4.529941
2049-08-25,5.2619047,5.3069386,5.2191024
2049-08-26,4.4590235,4.5341563,4.4730673
2049-08-27,4.288229,4.319109,4.2739735
2049-08-28,5.9763827,6.018205,5.9656043
2049-08-29,5.272543,5.536408,5.2861443
2049-08-30,5.1265554,5.367197,5.130091
2049-08-31,4.2468324,4.36862,4.2286015
2049-09-01,3.629554,3.8263688,3.6060817
2049-09-02,5.0847387,5.2740064,5.028207
2049-09-03,6.1169186,6.0728183,6.065252
2049-09-04,6.177372,6.2029223,6.1640487
2049-09-05,4.291857,4.429223,4.304177
2049-09-06,5.4266243,5.5364957,5.421375
2049-09-07,4.5195785,4.7827725,4.5379243
2049-09-08,4.4345384,4.613041,4.4223742
2049-09-09,6.6115575,6.6587343,6.6207314
2049-09-10,5.5981746,5.8148623,5.613301
2049-09-11,4.500653,4.5470586,4.4790964
2049-09-12,4.4668875,4.4887877,4.4502773
2049-09-13,4.448225,4.5960813,4.4375625
2049-09-14,5.844042,6.0170555,5.806231
2049-09-15,8.313273,8.303028,8.266265
2049-09-16,7.046733,6.97078,7.018361
2049-09-17,5.610149,5.4988017,5.6051483
2049-09-18,4.8072553,4.914304,4.8184037
2049-09-19,5.1461797,5.3057466,5.1299276
2049-09-20,5.3663936,5.4615054,5.32743
2049-09-21,4.5866055,4.641486,4.5703573
2049-09-22,4.8327427,4.659239,4.8031363
2049-09-23,4.4261904,4.4608026,4.415731
2049-09-24,4.2013745,4.373868,4.1882753
2049-09-25,5.3973927,5.5243993,5.3853726
2049-09-26,5.9782133,6.2841096,5.964962
2049-09-27,6.8766775,7.047948,6.84706
2049-09-28,5.966423,6.1953993,5.959331
2049-09-29,5.4963856,5.628981,5.494388
2049-09-30,4.258685,4.566605,4.2428865
2049-10-01,4.376398,4.4661765,4.367454
2049-10-02,4.544356,4.8053117,4.559694
2049-10-03,5.439434,5.4525504,5.4417152
2049-10-04,5.5016193,5.542814,5.523523
2049-10-05,5.2458615,5.412016,5.271375
2049-10-06,4.68757,4.8577247,4.6996493
2049-10-07,5.01495,5.1002584,4.978519
2049-10-08,5.1289616,5.370168,5.109042
2049-10-09,6.0356765,6.1335664,6.015472
2049-10-10,6.775756,6.6435676,6.7489557
2049-10-11,5.2922726,5.386982,5.2927947
2049-10-12,5.192455,5.32703,5.169585
2049-10-13,5.56975,5.6756935,5.5210953
2049-10-14,6.1741304,6.1931677,6.1332955
2049-10-15,5.121284,5.1531024,5.102948
2049-10-16,5.395797,5.553858,5.381885
2049-10-17,6.6175113,6.6303005,6.59501
2049-10-18,5.837879,6.0654955,5.846091
2049-10-19,4.514845,4.589498,4.5083756
2049-10-20,5.3662047,5.517278,5.3358755
2049-10-21,6.8192916,6.733031,6.7830105
2049-10-22,5.947216,5.993149,5.9002395
2049-10-23,6.8268642,6.7686586,6.8078675
2049-10-24,6.467964,6.311081,6.4134808
2049-10-25,6.0651946,5.924199,6.032938
2049-10-26,5.279458,5.3942695,5.2527466
2049-10-27,4.7469387,4.84099,4.761219
2049-10-28,4.7063212,4.7690783,4.6902184
2049-10-29,5.529965,5.6984124,5.5159316
2049-10-30,6.712663,6.797588,6.7098017
2049-10-31,7.425461,7.6510735,7.477559
2049-11-01,6.381279,6.683123,6.4238067
2049-11-02,5.21068,5.399458,5.2362685
2049-11-03,4.882854,4.9598217,4.8893137
2049-11-04,5.5469556,5.6112027,5.541604
2049-11-05,5.9154534,5.9713073,5.9176507
2049-11-06,4.790342,4.9454675,4.7686453
2049-11-07,7.206223,7.380474,7.185532
2049-11-08,7.8896494,7.9801464,7.8302436
2049-11-09,6.512866,6.6343336,6.4994073
2049-11-10,4.859538,4.877514,4.8652525
2049-11-11,4.2492557,4.348526,4.2253227
2049-11-12,5.416101,5.386764,5.385259
2049-11-13,6.2554083,6.111702,6.2291584
2049-11-14,6.829813,6.817179,6.8183527
2049-11-15,6.482094,6.71575,6.5155506
2049-11-16,5.3484855,5.577306,5.3539367
2049-11-17,5.1249223,5.243194,5.1144953
2049-11-18,5.3288207,5.439879,5.3179407
2049-11-19,5.5413766,5.611159,5.507093
2049-11-20,6.2586923,6.451048,6.2363453
2049-11-21,6.3209295,6.3339424,6.3126006
2049-11-22,4.8152747,4.834606,4.812878
2049-11-23,5.054075,5.1508145,5.0483665
2049-11-24,5.656379,5.660622,5.629315
2049-11-25,6.94175,6.782208,6.890807
2049-11-26,7.0948358,7.302142,7.108051
2049-11-27,5.8574266,6.173277,5.874979
2049-11-28,5.2158527,5.3598404,5.219015
2049-11-29,5.1332827,5.264262,5.118413
2049-11-30,5.5012617,5.6275454,5.468854
2049-12-01,6.243599,6.394692,6.2009263
2049-12-02,5.98951,6.0288296,5.9427347
2049-12-03,5.5247674,5.514964,5.5024924
2049-12-04,4.914806,4.899425,4.8953137
2049-12-05,5.151622,5.1631403,5.1312604
2049-12-06,5.993672,6.0906653,5.959807
2049-12-07,5.79761,5.9395514,5.7780576
2049-12-08,6.7589855,6.9893517,6.761816
2049-12-09,5.6108255,5.8446016,5.642616
2049-12-10,7.024885,7.199329,6.9919744
2049-12-11,5.7658005,5.9295735,5.775373
2049-12-12,5.4416995,5.496075,5.4381137
2049-12-13,5.539352,5.65127,5.525782
2049-12-14,6.405506,6.5815434,6.360391
2049-12-15,5.8952465,5.9592276,5.8860927
2049-12-16,5.9293694,5.916009,5.926256
2049-12-17,5.891697,5.9389105,5.893914
2049-12-18,7.2180996,7.3110847,7.219815
2049-12-19,6.338386,6.536286,6.379538
2049-12-20,5.250576,5.40759,5.2427244
2049-12-21,5.3327074,5.4383307,5.30747
2049-12-22,5.209484,5.2519126,5.1821337
2049-12-23,5.1117983,5.2108707,5.090641
2049-12-24,5.4659085,5.5218782,5.444127
2049-12-25,5.870868,6.009156,5.838133
2049-12-26,5.1407323,5.508827,5.1087546
2049-12-27,6.209707,6.4128284,6.1534467
2049-12-28,6.210883,6.3102746,6.1913223
2049-12-29,5.6783476,5.7157493,5.640462
2049-12-30,6.8425364,6.908212,6.8129435
2049-12-31,6.4332204,6.5268254,6.40396
2050-01-01,5.485055,5.5547624,5.481482
2050-01-02,5.9687147,6.1071773,5.9188433
2050-01-03,6.5288,6.4852653,6.5063086
2050-01-04,6.640831,6.823594,6.6404123
2050-01-05,6.5319047,6.5327706,6.4876704
2050-01-06,6.7719693,6.7604237,6.7386913
2050-01-07,5.2696786,5.370394,5.2876415
2050-01-08,4.7719207,4.9547853,4.7973385
2050-01-09,5.9582806,6.1798096,5.9843884
2050-01-10,6.457137,6.633215,6.464944
2050-01-11,6.8267245,7.0409684,6.853658
2050-01-12,6.5954533,6.8472323,6.637271
2050-01-13,5.921354,6.0607805,5.9123807
2050-01-14,5.1268744,5.3014092,5.1094
2050-01-15,6.2306848,6.1859126,6.193759
2050-01-16,5.736105,5.7817883,5.709974
2050-01-17,5.436709,5.567796,5.408976
2050-01-18,7.9538856,7.85667,7.8925233
2050-01-19,6.2840533,6.2327995,6.247238
2050-01-20,5.896202,5.890656,5.88246
2050-01-21,6.2176647,6.264032,6.179928
2050-01-22,6.9245067,7.0574183,6.928376
2050-01-23,6.2576094,6.4927187,6.2343554
2050-01-24,5.4088902,5.519232,5.379092
2050-01-25,5.7109714,5.797713,5.6938944
2050-01-26,7.2657375,7.4070344,7.254106
2050-01-27,6.038641,6.1479125,6.010143
2050-01-28,5.06645,5.101095,5.061722
2050-01-29,5.330064,5.3791695,5.3163238
2050-01-30,5.081262,5.124116,5.060926
2050-01-31,5.647014,5.7604995,5.6346774
2050-02-01,6.0099883,6.1687493,6.0061293
2050-02-02,5.8548455,6.0225415,5.8260064
2050-02-03,6.1707196,6.3205156,6.1262727
2050-02-04,7.3724546,7.275239,7.309961
2050-02-05,6.184419,6.330927,6.1550417
2050-02-06,5.920471,6.066523,5.903231
2050-02-07,6.222705,6.2908754,6.1957326
2050-02-08,5.3405924,5.4575095,5.3161063
2050-02-09,6.5828223,6.5753956,6.533244
2050-02-10,6.417463,6.4194713,6.3828645
2050-02-11,7.308602,7.3325047,7.266181
2050-02-12,7.8063765,7.954272,7.8209915
2050-02-13,6.427659,6.6513276,6.4627533
2050-02-14,4.96771,5.168468,4.9777207
2050-02-15,5.2327275,5.360322,5.2198257
2050-02-16,5.210553,5.3273926,5.198057
